	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1175	1	3
2	60	1181	11	23
3	90	1089	45	116
4	120	933	73	273
5	150	834	95	377
6	180	784	114	437
7	210	771	121	468
8	240	744	159	493
9	270	705	190	524
10	300	675	227	551
11	330	664	249	571
12	360	667	255	584
13	390	661	276	590
14	420	653	308	599
15	450	636	337	617
16	480	623	356	627
17	510	621	368	637
18	540	620	386	642
19	570	602	419	629
20	600	588	444	561
21	630	567	475	406
22	660	556	494	305
23	690	569	501	235
24	720	565	522	197
25	750	534	557	181
26	780	532	577	161
27	810	524	595	132
28	840	526	605	115
29	870	534	609	105
30	900	526	637	99
31	930	512	655	98
32	960	509	670	82
33	990	512	680	75
34	1020	516	683	69
35	1050	513	696	65
36	1080	496	722	65
37	1110	485	741	64
38	1140	489	757	60
39	1170	495	767	57
40	1200	501	771	59
41	1230	483	798	59
42	1260	482	817	55
43	1290	474	846	50
44	1320	477	858	47
45	1350	489	862	47
46	1380	474	891	45
47	1410	461	916	46
48	1440	443	939	47
