	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1174	2	0
2	60	1185	22	13
3	90	1108	122	28
4	120	996	230	60
5	150	886	332	89
6	180	816	409	111
7	210	794	445	117
8	240	822	450	117
9	270	839	456	117
10	300	861	461	117
11	330	874	462	126
12	360	796	479	199
13	390	719	519	265
14	420	656	546	320
15	450	599	584	357
16	480	592	601	371
17	510	606	610	373
18	540	622	610	373
19	570	644	597	373
20	600	666	516	373
21	630	655	411	398
22	660	587	307	481
23	690	540	252	522
24	720	516	213	555
25	750	505	220	575
26	780	511	221	582
27	810	528	216	582
28	840	554	217	582
29	870	566	205	582
30	900	578	171	584
31	930	571	142	622
32	960	505	113	692
33	990	452	98	752
34	1020	438	93	779
35	1050	443	93	790
36	1080	450	91	792
37	1110	473	90	792
38	1140	498	86	792
39	1170	513	82	792
40	1200	512	67	812
41	1230	471	53	869
42	1260	426	53	921
43	1290	410	49	949
44	1320	399	48	970
45	1350	401	51	977
46	1380	410	51	977
47	1410	424	50	978
48	1440	437	48	978
