	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1181	0	1
2	60	1164	21	28
3	90	1058	55	122
4	120	930	78	261
5	150	823	108	367
6	180	759	133	424
7	210	720	141	469
8	240	734	144	477
9	270	748	144	479
10	300	768	144	482
11	330	804	144	483
12	360	837	144	484
13	390	865	144	486
14	420	884	144	487
15	450	900	144	490
16	480	927	144	490
17	510	950	144	491
18	540	970	144	494
19	570	989	147	479
20	600	976	188	403
21	630	838	313	306
22	660	686	434	242
23	690	609	498	213
24	720	551	550	186
25	750	526	572	194
26	780	539	576	196
27	810	550	576	194
28	840	567	576	194
29	870	582	576	196
30	900	607	576	196
31	930	624	576	195
32	960	642	576	191
33	990	674	576	191
34	1020	694	576	192
35	1050	732	576	188
36	1080	760	576	186
37	1110	786	576	186
38	1140	814	584	156
39	1170	762	668	100
40	1200	619	809	93
41	1230	541	888	86
42	1260	468	953	78
43	1290	438	983	84
44	1320	443	990	85
45	1350	458	990	85
46	1380	467	991	84
47	1410	479	991	83
48	1440	494	991	83
