	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	1	0	1169
2	60	30	12	1164
3	90	131	41	1061
4	120	248	78	938
5	150	369	113	819
6	180	431	143	753
7	210	462	152	732
8	240	489	192	680
9	270	527	233	620
10	300	558	262	581
11	330	595	284	541
12	360	602	289	551
13	390	607	300	567
14	420	614	326	548
15	450	627	337	548
16	480	632	355	543
17	510	643	365	540
18	540	644	371	551
19	570	637	397	538
20	600	553	424	525
21	630	423	450	509
22	660	306	460	517
23	690	238	468	534
24	720	204	486	531
25	750	175	506	522
26	780	147	538	502
27	810	110	561	496
28	840	76	572	503
29	870	67	580	513
30	900	66	609	500
31	930	64	636	488
32	960	57	652	482
33	990	49	665	490
34	1020	43	673	494
35	1050	42	692	500
36	1080	41	722	485
37	1110	43	741	483
38	1140	43	754	486
39	1170	41	762	487
40	1200	41	774	499
41	1230	42	810	481
42	1260	46	830	468
43	1290	45	849	461
44	1320	45	860	464
45	1350	45	862	469
46	1380	45	880	462
47	1410	42	905	456
48	1440	42	923	450
