	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	3	1173
2	60	21	30	1168
3	90	59	108	1081
4	120	98	213	975
5	150	123	333	860
6	180	140	410	797
7	210	149	446	782
8	240	149	453	803
9	270	151	460	822
10	300	162	463	840
11	330	221	488	779
12	360	278	536	701
13	390	333	563	654
14	420	369	593	608
15	450	384	602	604
16	480	386	610	609
17	510	386	612	619
18	540	388	610	654
19	570	425	600	629
20	600	488	542	580
21	630	537	456	534
22	660	562	336	517
23	690	581	262	511
24	720	587	223	518
25	750	589	214	533
26	780	589	206	557
27	810	594	206	578
28	840	646	197	545
29	870	684	154	523
30	900	719	124	496
31	930	739	103	481
32	960	743	98	490
33	990	744	88	511
34	1020	744	88	524
35	1050	746	87	543
36	1080	783	83	520
37	1110	837	79	487
38	1140	877	71	456
39	1170	911	69	427
40	1200	928	61	421
41	1230	934	60	430
42	1260	935	60	446
43	1290	935	60	467
44	1320	943	59	473
45	1350	985	54	447
46	1380	1021	56	430
47	1410	1051	57	405
48	1440	1075	52	400
