	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	3	1170
2	60	8	30	1158
3	90	48	129	1049
4	120	68	242	946
5	150	98	342	854
6	180	119	425	769
7	210	122	469	748
8	240	122	486	764
9	270	123	488	786
10	300	129	490	803
11	330	168	504	775
12	360	225	541	704
13	390	278	574	635
14	420	314	597	601
15	450	330	613	592
16	480	335	621	592
17	510	336	624	613
18	540	336	623	634
19	570	350	612	634
20	600	411	531	602
21	630	455	423	563
22	660	481	326	554
23	690	522	244	530
24	720	533	196	542
25	750	535	181	560
26	780	535	179	575
27	810	535	178	589
28	840	565	174	578
29	870	620	155	536
30	900	668	123	495
31	930	687	99	484
32	960	703	82	483
33	990	708	75	493
34	1020	710	75	510
35	1050	710	75	530
36	1080	714	74	540
37	1110	744	71	522
38	1140	793	65	485
39	1170	824	58	467
40	1200	859	56	442
41	1230	871	54	442
42	1260	873	52	455
43	1290	874	50	467
44	1320	874	52	481
45	1350	877	50	498
46	1380	909	42	484
47	1410	952	39	451
48	1440	979	38	439
