	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1165	1	1
2	60	1147	18	34
3	90	1028	54	146
4	120	886	86	273
5	150	805	109	364
6	180	773	117	427
7	210	768	121	447
8	240	774	129	456
9	270	735	165	477
10	300	690	206	507
11	330	640	246	538
12	360	625	261	562
13	390	647	263	569
14	420	661	267	574
15	450	625	310	580
16	480	581	368	594
17	510	557	403	603
18	540	544	417	612
19	570	550	422	601
20	600	568	423	503
21	630	562	442	377
22	660	529	487	282
23	690	502	527	222
24	720	486	550	202
25	750	501	554	191
26	780	519	554	173
27	810	544	566	144
28	840	509	608	116
29	870	495	640	96
30	900	475	671	94
31	930	490	676	92
32	960	499	678	88
33	990	506	680	78
34	1020	470	723	71
35	1050	433	771	71
36	1080	405	804	63
37	1110	409	815	60
38	1140	426	816	59
39	1170	439	816	54
40	1200	440	832	50
41	1230	434	856	51
42	1260	408	893	52
43	1290	397	915	54
44	1320	395	923	55
45	1350	408	923	56
46	1380	412	931	52
47	1410	407	953	51
48	1440	396	975	48
