	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1164	3
2	60	4	1168	25
3	90	40	1048	143
4	120	71	942	250
5	150	104	836	340
6	180	131	760	414
7	210	140	740	453
8	240	140	748	465
9	270	140	769	467
10	300	143	796	470
11	330	177	791	479
12	360	243	724	506
13	390	288	671	543
14	420	324	635	575
15	450	349	589	606
16	480	354	604	613
17	510	355	619	616
18	540	355	632	615
19	570	357	648	601
20	600	390	641	509
21	630	451	593	396
22	660	501	556	305
23	690	532	532	244
24	720	555	516	201
25	750	567	517	189
26	780	568	543	186
27	810	568	557	183
28	840	568	571	179
29	870	607	546	160
30	900	658	502	133
31	930	691	484	103
32	960	730	456	75
33	990	754	441	73
34	1020	757	447	69
35	1050	758	465	71
36	1080	758	480	70
37	1110	758	506	69
38	1140	791	490	64
39	1170	834	466	61
40	1200	865	446	57
41	1230	895	422	49
42	1260	918	411	49
43	1290	921	436	48
44	1320	922	452	47
45	1350	922	465	48
46	1380	922	473	43
47	1410	948	464	35
48	1440	990	434	37
