	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1152	4
2	60	16	1149	27
3	90	49	1047	122
4	120	83	957	210
5	150	112	868	299
6	180	143	787	367
7	210	153	765	402
8	240	153	778	415
9	270	177	781	419
10	300	230	729	445
11	330	276	656	482
12	360	314	617	507
13	390	328	600	529
14	420	335	596	541
15	450	335	623	544
16	480	350	622	551
17	510	389	595	556
18	540	440	551	561
19	570	476	526	555
20	600	499	515	486
21	630	502	533	390
22	660	503	560	299
23	690	513	567	224
24	720	561	523	189
25	750	606	490	181
26	780	636	479	179
27	810	657	475	157
28	840	665	484	123
29	870	667	497	97
30	900	674	517	78
31	930	712	495	62
32	960	756	456	62
33	990	780	451	63
34	1020	799	440	64
35	1050	804	449	54
36	1080	805	464	47
37	1110	809	476	44
38	1140	835	461	49
39	1170	874	435	54
40	1200	897	417	57
41	1230	914	407	59
42	1260	918	416	51
43	1290	921	416	50
44	1320	925	431	50
45	1350	946	429	53
46	1380	983	399	59
47	1410	1017	377	61
48	1440	1037	366	63
