	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	1	4	1157
2	60	5	20	1175
3	90	29	123	1087
4	120	53	252	969
5	150	82	351	871
6	180	107	442	783
7	210	118	478	757
8	240	120	496	760
9	270	120	506	779
10	300	120	509	807
11	330	120	510	828
12	360	120	514	846
13	390	120	515	880
14	420	120	517	904
15	450	120	518	935
16	480	120	520	967
17	510	120	522	1002
18	540	120	521	1047
19	570	123	513	1071
20	600	225	448	986
21	630	381	350	833
22	660	499	298	693
23	690	563	237	615
24	720	596	212	575
25	750	607	199	576
26	780	611	188	581
27	810	611	187	590
28	840	611	191	605
29	870	611	186	625
30	900	611	187	636
31	930	611	185	654
32	960	611	188	675
33	990	611	186	695
34	1020	611	185	713
35	1050	611	185	735
36	1080	611	186	760
37	1110	620	175	772
38	1140	712	155	691
39	1170	844	126	564
40	1200	923	113	477
41	1230	972	95	428
42	1260	1002	104	386
43	1290	1009	103	387
44	1320	1012	101	396
45	1350	1012	98	414
46	1380	1012	98	422
47	1410	1012	97	433
48	1440	1012	97	455
