	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1176	5	0
2	60	1185	28	7
3	90	1098	120	44
4	120	971	257	70
5	150	864	362	105
6	180	798	442	123
7	210	786	472	127
8	240	803	482	129
9	270	826	485	129
10	300	848	486	129
11	330	875	487	133
12	360	818	503	208
13	390	720	554	276
14	420	655	587	325
15	450	583	629	372
16	480	563	645	392
17	510	566	651	397
18	540	594	650	397
19	570	616	639	397
20	600	636	565	397
21	630	663	427	401
22	660	622	324	456
23	690	556	242	524
24	720	510	220	577
25	750	489	215	602
26	780	485	219	623
27	810	491	222	626
28	840	505	222	626
29	870	526	212	626
30	900	539	177	626
31	930	546	131	632
32	960	514	87	681
33	990	466	78	733
34	1020	437	80	765
35	1050	419	86	791
36	1080	417	85	800
37	1110	430	85	801
38	1140	437	86	801
39	1170	452	82	801
40	1200	461	72	802
41	1230	467	61	814
42	1260	431	56	862
43	1290	392	54	914
44	1320	389	57	930
45	1350	377	58	952
46	1380	380	60	959
47	1410	381	60	966
48	1440	400	59	966
