	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	1	0	1179
2	60	36	7	1180
3	90	145	36	1073
4	120	267	73	948
5	150	372	104	844
6	180	435	123	780
7	210	468	130	767
8	240	480	131	778
9	270	482	131	812
10	300	482	131	838
11	330	483	131	859
12	360	484	131	884
13	390	487	131	916
14	420	487	131	943
15	450	487	131	972
16	480	487	131	998
17	510	488	131	1032
18	540	488	131	1060
19	570	471	141	1084
20	600	394	251	981
21	630	311	420	792
22	660	278	532	633
23	690	228	589	561
24	720	208	606	543
25	750	204	608	547
26	780	204	608	563
27	810	206	608	582
28	840	206	608	599
29	870	205	608	617
30	900	205	608	643
31	930	207	608	657
32	960	207	608	682
33	990	207	608	717
34	1020	206	608	745
35	1050	209	608	766
36	1080	211	608	795
37	1110	206	635	792
38	1140	176	760	676
39	1170	126	877	560
40	1200	116	952	472
41	1230	113	988	437
42	1260	102	996	439
43	1290	100	997	460
44	1320	97	997	473
45	1350	98	997	496
46	1380	98	997	508
47	1410	101	997	532
48	1440	100	997	550
