	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	1	1174	0
2	60	28	1162	18
3	90	134	1063	51
4	120	241	970	78
5	150	347	848	125
6	180	416	786	149
7	210	448	771	153
8	240	453	778	153
9	270	455	798	153
10	300	462	823	156
11	330	476	783	209
12	360	500	708	286
13	390	540	629	344
14	420	570	593	382
15	450	582	578	400
16	480	594	580	403
17	510	597	588	403
18	540	598	607	403
19	570	582	628	407
20	600	502	590	458
21	630	399	534	514
22	660	292	506	556
23	690	226	479	589
24	720	192	480	596
25	750	185	489	599
26	780	184	512	600
27	810	179	524	600
28	840	167	533	611
29	870	151	500	658
30	900	120	464	704
31	930	99	427	753
32	960	88	422	770
33	990	77	427	780
34	1020	73	440	781
35	1050	69	454	781
36	1080	68	460	781
37	1110	66	462	792
38	1140	59	432	834
39	1170	56	401	874
40	1200	50	387	905
41	1230	50	382	921
42	1260	51	384	927
43	1290	51	390	931
44	1320	52	403	931
45	1350	51	412	931
46	1380	46	416	944
47	1410	43	383	988
48	1440	38	347	1025
