	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1167	4	0
2	60	1148	27	19
3	90	1037	130	52
4	120	929	233	86
5	150	809	344	123
6	180	751	409	145
7	210	729	449	154
8	240	744	454	155
9	270	765	456	156
10	300	769	457	170
11	330	698	484	234
12	360	626	521	289
13	390	599	542	319
14	420	567	561	350
15	450	559	576	363
16	480	572	578	367
17	510	582	579	368
18	540	598	576	371
19	570	565	566	418
20	600	510	490	482
21	630	480	395	521
22	660	451	292	551
23	690	450	224	564
24	720	457	184	567
25	750	469	175	567
26	780	481	172	567
27	810	487	172	579
28	840	455	157	619
29	870	416	125	666
30	900	405	106	684
31	930	396	84	710
32	960	394	77	723
33	990	401	72	724
34	1020	411	75	724
35	1050	421	74	726
36	1080	418	69	747
37	1110	388	66	784
38	1140	366	60	817
39	1170	358	54	842
40	1200	358	51	851
41	1230	361	46	853
42	1260	380	47	853
43	1290	392	48	853
44	1320	393	52	860
45	1350	376	52	890
46	1380	367	50	918
47	1410	344	50	947
48	1440	337	49	967
