	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1170	0	7
2	60	1169	8	39
3	90	1057	44	147
4	120	945	75	276
5	150	843	110	372
6	180	773	129	448
7	210	756	136	477
8	240	768	136	483
9	270	791	136	487
10	300	792	152	494
11	330	738	215	510
12	360	658	275	547
13	390	614	310	581
14	420	580	337	611
15	450	568	351	628
16	480	566	354	640
17	510	582	355	642
18	540	601	358	641
19	570	593	392	622
20	600	563	436	530
21	630	528	479	417
22	660	487	526	322
23	690	474	547	248
24	720	481	549	216
25	750	484	553	210
26	780	511	553	205
27	810	521	560	201
28	840	494	604	196
29	870	448	657	168
30	900	428	682	141
31	930	418	702	111
32	960	423	707	95
33	990	438	708	82
34	1020	454	708	80
35	1050	466	709	77
36	1080	448	741	75
37	1110	412	780	75
38	1140	391	810	70
39	1170	377	833	62
40	1200	375	842	58
41	1230	386	844	54
42	1260	401	846	51
43	1290	410	846	53
44	1320	403	861	53
45	1350	380	901	48
46	1380	366	933	46
47	1410	351	952	45
48	1440	351	963	41
