	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	2	1	1162
2	60	27	17	1157
3	90	113	51	1071
4	120	215	80	970
5	150	310	111	877
6	180	386	139	806
7	210	418	147	795
8	240	431	148	805
9	270	435	163	819
10	300	449	213	780
11	330	481	263	722
12	360	508	319	660
13	390	538	348	621
14	420	553	359	619
15	450	560	363	628
16	480	560	364	648
17	510	563	382	642
18	540	569	438	598
19	570	568	479	556
20	600	510	504	542
21	630	399	524	529
22	660	306	528	536
23	690	230	529	552
24	720	189	531	563
25	750	180	574	531
26	780	183	617	491
27	810	180	647	464
28	840	151	669	456
29	870	127	681	461
30	900	98	683	473
31	930	79	683	485
32	960	73	705	483
33	990	76	737	462
34	1020	80	775	434
35	1050	80	799	422
36	1080	70	818	416
37	1110	59	825	415
38	1140	52	825	422
39	1170	52	826	435
40	1200	54	853	417
41	1230	57	888	390
42	1260	62	912	371
43	1290	60	934	354
44	1320	50	944	360
45	1350	46	947	372
46	1380	44	947	386
47	1410	44	955	390
48	1440	48	993	366
