	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1168	0	1
2	60	1177	15	23
3	90	1071	45	133
4	120	952	66	264
5	150	872	81	353
6	180	809	102	422
7	210	820	105	453
8	240	833	105	462
9	270	852	105	466
10	300	865	108	470
11	330	859	147	475
12	360	750	240	513
13	390	662	306	553
14	420	608	346	588
15	450	589	363	607
16	480	599	365	615
17	510	620	365	619
18	540	633	365	618
19	570	651	365	603
20	600	660	389	510
21	630	595	466	385
22	660	548	516	305
23	690	517	563	241
24	720	504	579	209
25	750	516	585	207
26	780	524	589	206
27	810	537	589	202
28	840	547	589	197
29	870	548	600	170
30	900	515	648	132
31	930	479	692	103
32	960	456	721	92
33	990	429	749	91
34	1020	420	764	92
35	1050	438	764	93
36	1080	457	764	95
37	1110	469	764	94
38	1140	487	766	86
39	1170	445	812	80
40	1200	406	862	74
41	1230	374	897	69
42	1260	364	918	66
43	1290	368	927	62
44	1320	383	930	62
45	1350	390	930	62
46	1380	398	930	59
47	1410	408	931	55
48	1440	391	959	55
