	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1166	2	0
2	60	1168	31	12
3	90	1091	125	28
4	120	958	252	65
5	150	846	366	103
6	180	788	434	123
7	210	770	467	133
8	240	774	481	133
9	270	799	483	133
10	300	800	486	155
11	330	730	518	217
12	360	636	562	282
13	390	578	591	330
14	420	545	625	355
15	450	542	637	365
16	480	563	639	367
17	510	580	641	367
18	540	591	642	374
19	570	551	634	432
20	600	513	560	480
21	630	484	443	514
22	660	466	334	532
23	690	476	260	535
24	720	494	219	537
25	750	515	206	537
26	780	526	207	537
27	810	507	208	568
28	840	477	186	613
29	870	447	149	648
30	900	429	123	679
31	930	426	92	692
32	960	443	71	695
33	990	453	70	695
34	1020	467	68	695
35	1050	485	66	701
36	1080	446	65	753
37	1110	438	56	781
38	1140	413	57	808
39	1170	409	58	817
40	1200	417	54	820
41	1230	438	50	820
42	1260	453	48	820
43	1290	450	46	829
44	1320	431	48	862
45	1350	391	44	911
46	1380	371	45	937
47	1410	363	47	953
48	1440	357	49	963
