	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	4	2	1181
2	60	12	27	1185
3	90	54	132	1065
4	120	80	261	959
5	150	103	368	867
6	180	128	448	779
7	210	135	494	736
8	240	136	509	727
9	270	137	517	742
10	300	137	518	760
11	330	137	518	783
12	360	137	519	804
13	390	137	519	822
14	420	137	522	841
15	450	137	522	869
16	480	137	525	894
17	510	137	525	926
18	540	137	525	971
19	570	137	508	1004
20	600	139	423	1024
21	630	201	294	984
22	660	365	226	813
23	690	520	179	652
24	720	590	160	559
25	750	650	172	484
26	780	660	168	474
27	810	666	173	484
28	840	666	176	497
29	870	666	175	516
30	900	666	175	534
31	930	666	174	548
32	960	666	174	567
33	990	666	171	596
34	1020	666	172	612
35	1050	666	172	641
36	1080	666	171	661
37	1110	666	172	685
38	1140	666	172	701
39	1170	666	143	740
40	1200	692	106	742
41	1230	820	73	632
42	1260	940	58	520
43	1290	998	63	461
44	1320	1045	64	426
45	1350	1061	67	420
46	1380	1065	67	425
47	1410	1065	68	448
48	1440	1065	69	471
