	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	1	4	1158
2	60	13	41	1148
3	90	41	136	1058
4	120	73	259	933
5	150	110	341	839
6	180	136	414	767
7	210	144	444	755
8	240	146	453	765
9	270	146	459	775
10	300	150	462	790
11	330	197	475	758
12	360	254	512	695
13	390	295	544	644
14	420	323	573	612
15	450	333	592	614
16	480	336	601	626
17	510	336	605	637
18	540	336	602	651
19	570	349	579	668
20	600	423	505	604
21	630	480	395	564
22	660	516	305	533
23	690	533	242	523
24	720	540	205	530
25	750	542	193	539
26	780	542	187	558
27	810	543	187	582
28	840	566	182	584
29	870	614	154	545
30	900	672	127	498
31	930	697	104	482
32	960	726	90	460
33	990	732	77	472
34	1020	732	74	491
35	1050	732	74	509
36	1080	732	74	531
37	1110	757	69	523
38	1140	828	69	461
39	1170	864	58	435
40	1200	882	59	420
41	1230	892	64	422
42	1260	895	63	429
43	1290	896	63	444
44	1320	896	61	464
45	1350	902	61	482
46	1380	940	57	461
47	1410	987	49	429
48	1440	1016	52	400
