	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	5	0	1175
2	60	31	8	1175
3	90	150	36	1052
4	120	278	69	920
5	150	367	97	824
6	180	449	111	750
7	210	473	116	742
8	240	481	117	762
9	270	488	132	774
10	300	512	169	745
11	330	548	216	692
12	360	582	255	644
13	390	608	265	636
14	420	625	271	629
15	450	626	271	654
16	480	629	276	667
17	510	635	331	635
18	540	642	386	596
19	570	633	427	564
20	600	546	449	553
21	630	415	454	558
22	660	327	454	584
23	690	236	458	592
24	720	208	476	594
25	750	207	528	549
26	780	213	567	521
27	810	196	597	504
28	840	168	609	506
29	870	137	613	519
30	900	103	614	542
31	930	88	625	545
32	960	89	671	521
33	990	90	710	496
34	1020	92	743	470
35	1050	84	758	467
36	1080	77	761	473
37	1110	68	762	491
38	1140	60	769	500
39	1170	60	808	480
40	1200	64	845	451
41	1230	66	868	436
42	1260	62	894	421
43	1290	53	896	430
44	1320	47	897	442
45	1350	42	899	453
46	1380	44	919	447
47	1410	49	958	419
48	1440	53	992	390
