	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	0	0	1174
2	60	29	12	1163
3	90	130	34	1069
4	120	259	68	930
5	150	346	99	853
6	180	423	115	783
7	210	462	133	757
8	240	486	170	721
9	270	532	198	677
10	300	561	215	655
11	330	578	227	648
12	360	592	234	640
13	390	593	268	626
14	420	603	302	614
15	450	620	328	595
16	480	629	346	583
17	510	634	359	592
18	540	637	371	587
19	570	625	405	568
20	600	539	435	549
21	630	408	455	553
22	660	322	464	557
23	690	237	472	576
24	720	199	502	562
25	750	179	531	548
26	780	142	552	544
27	810	107	568	542
28	840	88	572	560
29	870	76	594	555
30	900	74	626	533
31	930	69	647	534
32	960	59	665	529
33	990	50	667	543
34	1020	46	682	537
35	1050	47	715	524
36	1080	48	729	523
37	1110	45	747	519
38	1140	44	754	529
39	1170	41	768	532
40	1200	43	792	518
41	1230	42	822	506
42	1260	45	839	495
43	1290	44	859	489
44	1320	44	867	504
45	1350	46	893	496
46	1380	46	918	487
47	1410	43	940	491
48	1440	43	958	494
