	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	1	1165	4
2	60	13	1154	35
3	90	38	1064	136
4	120	78	920	268
5	150	108	813	374
6	180	125	742	457
7	210	128	729	489
8	240	128	738	503
9	270	128	762	507
10	300	142	772	509
11	330	197	712	536
12	360	248	637	578
13	390	292	577	619
14	420	321	544	640
15	450	329	543	646
16	480	331	561	650
17	510	331	594	651
18	540	339	608	649
19	570	396	557	639
20	600	441	523	563
21	630	491	477	445
22	660	513	478	336
23	690	523	471	256
24	720	525	481	216
25	750	525	507	199
26	780	525	521	198
27	810	542	515	197
28	840	583	483	180
29	870	623	461	142
30	900	642	458	105
31	930	659	453	82
32	960	663	457	76
33	990	663	465	73
34	1020	663	475	73
35	1050	667	485	73
36	1080	703	461	70
37	1110	743	428	64
38	1140	771	412	49
39	1170	791	400	50
40	1200	794	415	47
41	1230	794	425	48
42	1260	794	436	48
43	1290	795	450	49
44	1320	817	438	49
45	1350	864	396	52
46	1380	900	369	51
47	1410	919	364	48
48	1440	930	361	46
