	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	3	1176	1
2	60	24	1164	16
3	90	111	1087	51
4	120	239	949	83
5	150	332	846	116
6	180	404	791	131
7	210	436	775	135
8	240	443	803	136
9	270	449	827	136
10	300	454	806	165
11	330	477	722	244
12	360	513	632	319
13	390	551	571	360
14	420	584	538	379
15	450	592	538	390
16	480	595	553	391
17	510	597	577	391
18	540	595	588	398
19	570	587	563	436
20	600	529	518	479
21	630	412	486	517
22	660	323	463	545
23	690	255	465	552
24	720	218	487	552
25	750	208	497	552
26	780	206	509	552
27	810	205	509	573
28	840	196	447	639
29	870	169	420	676
30	900	134	419	698
31	930	98	412	714
32	960	91	418	719
33	990	88	426	719
34	1020	86	447	719
35	1050	86	454	730
36	1080	89	421	772
37	1110	82	389	811
38	1140	69	371	840
39	1170	59	360	855
40	1200	57	363	859
41	1230	58	384	860
42	1260	55	397	861
43	1290	52	404	862
44	1320	52	392	888
45	1350	51	369	922
46	1380	47	336	961
47	1410	44	315	988
48	1440	47	308	998
