	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	1	0	1171
2	60	26	14	1161
3	90	129	48	1053
4	120	247	77	932
5	150	344	110	840
6	180	415	138	767
7	210	442	143	757
8	240	458	144	771
9	270	462	150	775
10	300	468	197	758
11	330	501	256	704
12	360	544	303	639
13	390	570	337	598
14	420	584	354	581
15	450	592	358	584
16	480	594	358	602
17	510	596	364	611
18	540	601	407	591
19	570	595	453	551
20	600	532	492	517
21	630	409	523	496
22	660	309	534	490
23	690	243	534	499
24	720	208	534	518
25	750	192	539	528
26	780	188	570	511
27	810	189	616	477
28	840	164	647	455
29	870	129	675	433
30	900	103	684	438
31	930	85	685	456
32	960	75	685	475
33	990	73	695	477
34	1020	76	735	447
35	1050	76	770	424
36	1080	67	800	400
37	1110	61	817	400
38	1140	57	825	402
39	1170	49	826	420
40	1200	45	828	431
41	1230	47	842	431
42	1260	49	882	401
43	1290	50	917	373
44	1320	50	937	368
45	1350	48	954	363
46	1380	43	958	369
47	1410	41	958	383
48	1440	40	959	394
