	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	1	1160	3
2	60	8	1168	25
3	90	51	1077	114
4	120	82	971	222
5	150	119	859	325
6	180	140	761	424
7	210	148	738	466
8	240	149	758	474
9	270	149	775	477
10	300	149	800	479
11	330	149	820	481
12	360	149	844	484
13	390	149	877	485
14	420	149	903	485
15	450	149	935	486
16	480	149	971	488
17	510	149	1008	489
18	540	149	1050	487
19	570	149	1079	473
20	600	150	1108	403
21	630	218	1068	301
22	660	399	887	227
23	690	526	746	173
24	720	613	628	172
25	750	665	569	186
26	780	688	551	192
27	810	690	553	201
28	840	690	569	205
29	870	691	587	201
30	900	691	613	201
31	930	691	637	201
32	960	691	653	200
33	990	691	675	198
34	1020	691	695	199
35	1050	691	715	199
36	1080	691	733	200
37	1110	691	769	198
38	1140	691	795	195
39	1170	691	816	170
40	1200	713	814	123
41	1230	827	710	78
42	1260	963	571	63
43	1290	1032	508	64
44	1320	1078	459	71
45	1350	1103	443	74
46	1380	1110	448	80
47	1410	1110	468	81
48	1440	1110	493	81
