	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	1	2	1172
2	60	22	37	1136
3	90	57	136	1027
4	120	94	260	895
5	150	130	346	798
6	180	150	419	735
7	210	151	464	706
8	240	155	475	713
9	270	155	479	733
10	300	155	480	753
11	330	155	481	766
12	360	155	485	794
13	390	155	485	828
14	420	155	487	856
15	450	155	489	884
16	480	155	491	901
17	510	155	492	941
18	540	155	491	972
19	570	155	477	1009
20	600	155	390	1030
21	630	155	263	1066
22	660	155	173	1088
23	690	155	99	1126
24	720	204	61	1107
25	750	386	71	919
26	780	549	117	735
27	810	637	168	615
28	840	695	202	541
29	870	709	211	531
30	900	714	215	546
31	930	714	214	568
32	960	714	213	586
33	990	714	212	605
34	1020	714	211	621
35	1050	714	211	638
36	1080	714	210	659
37	1110	714	208	687
38	1140	714	209	713
39	1170	714	203	734
40	1200	714	202	754
41	1230	714	201	779
42	1260	714	181	794
43	1290	714	132	825
44	1320	714	78	861
45	1350	714	43	893
46	1380	723	26	908
47	1410	852	27	813
48	1440	1003	48	657
