	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	2	1166
2	60	15	32	1158
3	90	34	146	1050
4	120	63	264	937
5	150	82	366	838
6	180	101	438	770
7	210	108	480	746
8	240	110	486	763
9	270	110	494	781
10	300	119	496	792
11	330	167	510	749
12	360	232	551	671
13	390	278	581	612
14	420	318	608	573
15	450	334	631	552
16	480	337	636	558
17	510	337	638	575
18	540	337	638	600
19	570	349	617	606
20	600	408	525	563
21	630	457	419	511
22	660	501	318	473
23	690	540	247	447
24	720	552	202	450
25	750	554	192	454
26	780	556	188	468
27	810	556	185	485
28	840	584	174	467
29	870	636	144	423
30	900	681	122	385
31	930	699	96	375
32	960	714	75	364
33	990	723	70	372
34	1020	723	69	392
35	1050	723	69	409
36	1080	726	67	422
37	1110	755	67	400
38	1140	784	55	390
39	1170	816	56	358
40	1200	841	53	338
41	1230	851	54	337
42	1260	852	52	349
43	1290	854	52	357
44	1320	854	52	369
45	1350	862	51	371
46	1380	895	44	348
47	1410	925	39	326
48	1440	948	37	311
