	time	tnf
0	0	0.0
1	30	5728.889146969941
2	60	2509.4519320285685
3	90	1098.6491706748893
4	120	480.5384270800457
5	150	209.96459650782114
6	180	91.65273006222215
7	210	39.97392277926963
8	240	7426.355344765933
9	270	4855.208589711116
10	300	2126.91982932314
11	330	931.3372907406635
12	360	407.58512015437316
13	390	178.2363799579677
14	420	77.87901885301648
15	450	34.00400301760294
16	480	7947.182061620368
17	510	4121.461301548639
18	540	1805.3763655498433
19	570	790.5604346892715
20	600	345.98316967378526
21	630	151.3111719464067
22	660	66.12809041397747
23	690	28.882405350119054
24	720	7975.394352202976
25	750	3494.2497484552105
26	780	1530.5343820007588
27	810	670.1437440151304
28	840	293.2780952269842
29	870	128.2711321582042
30	900	56.06721812083465
31	930	24.494184689626085
32	960	6762.110683463576
33	990	2962.4656608489736
34	1020	1297.4854834432997
35	1050	568.0674666419147
36	1080	248.58165853569994
37	1110	108.71424441023817
38	1140	47.516521272895474
39	1170	20.75883018244597
40	1200	5733.29261561629
41	1230	2511.5014786391857
42	1260	1099.901574038806
43	1290	481.5147361311014
44	1320	210.6976374193887
45	1350	92.1444202128741
46	1380	40.275702715002794
47	1410	7423.919319275384
48	1440	4860.8745384694785
