	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	3	0	1176
2	60	28	15	1181
3	90	122	49	1097
4	120	257	83	971
5	150	358	110	870
6	180	452	123	789
7	210	479	129	773
8	240	485	129	796
9	270	490	129	833
10	300	494	134	857
11	330	510	204	796
12	360	549	267	725
13	390	587	311	674
14	420	604	344	637
15	450	624	364	614
16	480	631	367	621
17	510	634	367	641
18	540	634	367	653
19	570	624	392	642
20	600	542	459	588
21	630	443	527	516
22	660	337	560	493
23	690	262	582	479
24	720	227	585	487
25	750	218	586	495
26	780	215	586	511
27	810	215	590	530
28	840	207	619	517
29	870	179	665	479
30	900	143	704	454
31	930	125	732	433
32	960	113	748	419
33	990	104	749	435
34	1020	102	750	445
35	1050	102	751	462
36	1080	98	764	466
37	1110	93	812	440
38	1140	85	853	408
39	1170	68	888	385
40	1200	63	902	379
41	1230	62	908	379
42	1260	60	908	389
43	1290	56	908	415
44	1320	55	909	428
45	1350	54	942	413
46	1380	48	983	387
47	1410	52	1007	365
48	1440	49	1028	358
