	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1166	0	2
2	60	1154	15	31
3	90	1045	44	147
4	120	926	72	264
5	150	825	99	360
6	180	758	120	428
7	210	740	124	463
8	240	765	125	471
9	270	787	126	472
10	300	794	140	474
11	330	728	204	504
12	360	648	266	542
13	390	601	307	568
14	420	566	336	589
15	450	553	357	600
16	480	562	358	604
17	510	586	358	605
18	540	598	358	605
19	570	577	390	589
20	600	535	445	497
21	630	506	483	389
22	660	493	514	289
23	690	479	535	218
24	720	487	540	175
25	750	502	540	166
26	780	514	540	165
27	810	523	554	164
28	840	481	601	150
29	870	445	637	117
30	900	414	674	96
31	930	397	696	79
32	960	402	704	68
33	990	418	708	65
34	1020	440	708	64
35	1050	450	710	62
36	1080	438	733	63
37	1110	400	781	61
38	1140	382	804	60
39	1170	370	826	57
40	1200	374	837	56
41	1230	382	837	54
42	1260	394	838	54
43	1290	417	838	53
44	1320	425	845	53
45	1350	399	873	50
46	1380	360	915	49
47	1410	346	938	45
48	1440	335	962	48
