	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	2	1194
2	60	14	26	1187
3	90	40	129	1088
4	120	63	256	958
5	150	98	348	862
6	180	118	422	787
7	210	122	458	775
8	240	123	470	790
9	270	125	473	813
10	300	162	480	793
11	330	225	516	715
12	360	277	562	641
13	390	322	590	593
14	420	346	610	573
15	450	351	616	572
16	480	353	617	601
17	510	354	618	622
18	540	373	620	614
19	570	431	609	586
20	600	476	531	549
21	630	508	416	525
22	660	517	326	526
23	690	522	254	536
24	720	522	218	554
25	750	522	201	567
26	780	540	198	577
27	810	584	199	541
28	840	629	177	511
29	870	652	139	504
30	900	666	109	506
31	930	672	88	515
32	960	672	83	530
33	990	672	82	537
34	1020	692	83	534
35	1050	736	86	516
36	1080	772	86	496
37	1110	798	76	481
38	1140	814	74	474
39	1170	818	64	484
40	1200	820	58	507
41	1230	820	57	523
42	1260	837	57	525
43	1290	885	63	481
44	1320	926	65	443
45	1350	956	59	423
46	1380	974	56	411
47	1410	977	54	423
48	1440	978	54	429
