	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1178	6	0
2	60	1180	29	12
3	90	1070	142	46
4	120	957	246	71
5	150	861	343	91
6	180	787	419	112
7	210	780	445	116
8	240	804	453	116
9	270	829	454	116
10	300	856	456	116
11	330	889	457	116
12	360	912	460	116
13	390	948	464	116
14	420	974	467	116
15	450	1007	467	116
16	480	1035	467	116
17	510	1068	471	116
18	540	1110	467	116
19	570	1137	456	116
20	600	1106	381	179
21	630	903	302	365
22	660	734	261	510
23	690	636	219	590
24	720	575	220	636
25	750	572	219	642
26	780	591	221	642
27	810	615	218	642
28	840	635	219	642
29	870	653	216	642
30	900	672	215	642
31	930	690	212	642
32	960	709	212	642
33	990	730	212	642
34	1020	744	211	642
35	1050	773	210	642
36	1080	802	207	642
37	1110	827	205	642
38	1140	806	170	685
39	1170	676	124	824
40	1200	567	103	924
41	1230	503	93	983
42	1260	457	86	1033
43	1290	453	91	1040
44	1320	465	94	1040
45	1350	482	92	1040
46	1380	499	92	1040
47	1410	523	93	1040
48	1440	545	91	1040
