	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1167	0	5
2	60	1158	21	30
3	90	1050	62	124
4	120	921	95	254
5	150	811	129	356
6	180	737	150	424
7	210	717	153	464
8	240	732	156	469
9	270	724	176	481
10	300	661	229	514
11	330	601	271	543
12	360	549	301	580
13	390	531	314	596
14	420	516	325	613
15	450	519	325	623
16	480	532	338	623
17	510	502	377	633
18	540	455	426	641
19	570	430	455	632
20	600	426	469	558
21	630	429	478	428
22	660	441	479	321
23	690	449	489	252
24	720	425	525	207
25	750	397	560	203
26	780	382	580	204
27	810	362	603	181
28	840	379	612	144
29	870	387	617	114
30	900	398	622	94
31	930	374	650	79
32	960	353	679	71
33	990	334	700	75
34	1020	317	725	72
35	1050	319	729	59
36	1080	337	730	54
37	1110	352	731	52
38	1140	349	745	49
39	1170	331	770	49
40	1200	318	792	50
41	1230	318	806	47
42	1260	316	815	43
43	1290	326	816	38
44	1320	338	817	36
45	1350	333	835	36
46	1380	310	865	39
47	1410	297	884	42
48	1440	297	898	41
