	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	1	2	1161
2	60	17	20	1164
3	90	46	119	1075
4	120	84	237	944
5	150	114	331	846
6	180	135	410	760
7	210	143	428	762
8	240	147	442	767
9	270	167	445	765
10	300	202	481	711
11	330	242	518	659
12	360	269	555	616
13	390	291	572	596
14	420	295	583	598
15	450	298	591	601
16	480	307	594	610
17	510	340	598	595
18	540	386	610	552
19	570	418	612	524
20	600	439	532	514
21	630	447	412	522
22	660	450	328	533
23	690	460	241	535
24	720	487	217	519
25	750	524	209	492
26	780	549	210	477
27	810	577	183	457
28	840	582	143	466
29	870	583	110	475
30	900	586	90	480
31	930	608	83	467
32	960	645	84	432
33	990	673	86	410
34	1020	692	86	402
35	1050	696	77	408
36	1080	697	69	421
37	1110	699	62	425
38	1140	716	62	429
39	1170	757	62	398
40	1200	786	61	375
41	1230	809	62	363
42	1260	825	60	352
43	1290	826	56	362
44	1320	827	56	368
45	1350	841	55	372
46	1380	855	57	368
47	1410	881	59	352
48	1440	904	55	338
