	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	3	1165	2
2	60	42	1149	10
3	90	136	1062	40
4	120	259	929	76
5	150	362	838	102
6	180	446	765	118
7	210	491	740	122
8	240	501	749	123
9	270	505	772	123
10	300	505	795	123
11	330	506	821	123
12	360	506	856	123
13	390	509	876	123
14	420	509	915	123
15	450	512	941	123
16	480	513	973	123
17	510	514	999	123
18	540	512	1031	123
19	570	491	1061	123
20	600	398	1112	123
21	630	280	1134	123
22	660	177	1154	123
23	690	97	1188	123
24	720	45	1217	123
25	750	34	1250	123
26	780	31	1279	123
27	810	39	1251	173
28	840	64	1065	371
29	870	129	849	561
30	900	187	697	670
31	930	218	621	742
32	960	227	602	763
33	990	231	614	769
34	1020	231	631	769
35	1050	233	653	769
36	1080	234	670	769
37	1110	235	696	769
38	1140	237	719	769
39	1170	234	744	769
40	1200	235	760	769
41	1230	228	784	769
42	1260	226	801	769
43	1290	223	829	769
44	1320	216	846	769
45	1350	198	876	769
46	1380	139	919	769
47	1410	76	941	769
48	1440	41	968	769
