	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	1	1174
2	60	7	29	1179
3	90	29	120	1097
4	120	62	252	963
5	150	94	375	834
6	180	120	453	761
7	210	135	506	721
8	240	139	520	730
9	270	140	524	757
10	300	140	529	772
11	330	140	530	804
12	360	140	531	854
13	390	140	535	881
14	420	140	535	903
15	450	140	536	930
16	480	140	537	973
17	510	140	538	1018
18	540	140	537	1052
19	570	140	530	1082
20	600	140	444	1127
21	630	195	312	1096
22	660	376	217	924
23	690	545	173	739
24	720	634	143	635
25	750	697	154	557
26	780	724	166	534
27	810	728	167	546
28	840	728	166	565
29	870	728	165	585
30	900	729	163	609
31	930	729	164	640
32	960	729	165	656
33	990	729	167	682
34	1020	729	168	693
35	1050	729	171	716
36	1080	729	170	738
37	1110	729	172	767
38	1140	729	175	777
39	1170	729	154	792
40	1200	742	114	806
41	1230	857	96	701
42	1260	990	85	566
43	1290	1065	90	489
44	1320	1113	94	442
45	1350	1144	100	423
46	1380	1150	107	428
47	1410	1152	108	437
48	1440	1152	109	447
