	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	7	1166	0
2	60	33	1162	13
3	90	142	1052	50
4	120	238	953	76
5	150	345	842	100
6	180	414	772	125
7	210	453	752	131
8	240	463	771	132
9	270	465	797	132
10	300	465	822	132
11	330	466	843	132
12	360	467	871	132
13	390	469	907	132
14	420	471	925	134
15	450	478	873	205
16	480	527	734	319
17	510	564	631	404
18	540	596	546	466
19	570	584	526	495
20	600	505	530	500
21	630	404	549	500
22	660	296	568	500
23	690	215	596	500
24	720	169	616	500
25	750	160	635	500
26	780	157	654	500
27	810	160	668	503
28	840	162	633	565
29	870	172	561	654
30	900	186	492	722
31	930	202	446	763
32	960	204	425	790
33	990	166	434	796
34	1020	132	450	796
35	1050	88	468	797
36	1080	79	484	797
37	1110	71	491	797
38	1140	69	508	797
39	1170	68	533	797
40	1200	67	542	798
41	1230	69	514	846
42	1260	74	445	924
43	1290	80	401	982
44	1320	83	366	1016
45	1350	85	367	1025
46	1380	77	371	1030
47	1410	65	389	1030
48	1440	45	399	1030
