	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	3	0	1162
2	60	25	8	1163
3	90	120	35	1072
4	120	250	61	950
5	150	342	93	850
6	180	406	110	799
7	210	450	114	764
8	240	461	114	780
9	270	465	114	789
10	300	467	133	793
11	330	496	204	725
12	360	534	250	685
13	390	557	304	631
14	420	576	335	600
15	450	595	351	590
16	480	598	354	621
17	510	600	354	641
18	540	599	354	662
19	570	592	380	654
20	600	516	437	600
21	630	406	484	569
22	660	310	519	539
23	690	251	537	533
24	720	203	538	553
25	750	185	539	569
26	780	185	539	585
27	810	184	547	612
28	840	166	621	554
29	870	130	674	509
30	900	113	703	488
31	930	95	730	468
32	960	78	735	475
33	990	75	736	487
34	1020	75	736	493
35	1050	76	740	509
36	1080	76	775	486
37	1110	63	824	453
38	1140	56	864	424
39	1170	49	889	409
40	1200	43	896	414
41	1230	41	898	429
42	1260	41	898	439
43	1290	40	898	461
44	1320	40	911	468
45	1350	42	956	434
46	1380	40	985	414
47	1410	35	1020	404
48	1440	30	1042	400
