	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	1	1180	0
2	60	31	1171	20
3	90	144	1074	47
4	120	267	947	85
5	150	364	852	106
6	180	428	790	133
7	210	465	779	138
8	240	482	784	138
9	270	484	811	138
10	300	487	837	139
11	330	499	807	176
12	360	529	713	258
13	390	572	629	318
14	420	596	571	370
15	450	617	550	393
16	480	627	558	395
17	510	630	570	397
18	540	632	579	397
19	570	613	591	397
20	600	521	587	422
21	630	400	521	490
22	660	307	497	521
23	690	246	466	559
24	720	207	460	577
25	750	194	461	581
26	780	194	466	581
27	810	193	480	581
28	840	184	494	581
29	870	157	495	594
30	900	119	470	638
31	930	98	446	669
32	960	80	433	700
33	990	77	417	720
34	1020	75	419	731
35	1050	74	441	733
36	1080	73	451	734
37	1110	72	470	734
38	1140	61	473	749
39	1170	59	451	785
40	1200	57	417	830
41	1230	59	390	863
42	1260	52	376	892
43	1290	49	377	901
44	1320	49	390	902
45	1350	47	402	902
46	1380	48	411	902
47	1410	46	424	908
48	1440	44	399	944
