	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1171	1
2	60	14	1171	30
3	90	53	1084	130
4	120	96	924	270
5	150	124	821	368
6	180	153	750	430
7	210	153	732	468
8	240	153	738	479
9	270	153	759	481
10	300	153	778	483
11	330	187	760	485
12	360	261	675	512
13	390	322	599	547
14	420	359	558	570
15	450	386	532	592
16	480	394	530	601
17	510	394	548	603
18	540	394	561	603
19	570	395	588	590
20	600	417	586	499
21	630	474	536	371
22	660	508	517	271
23	690	556	477	213
24	720	578	468	174
25	750	581	485	162
26	780	583	507	161
27	810	583	516	161
28	840	584	533	161
29	870	604	523	137
30	900	653	491	108
31	930	702	461	86
32	960	736	431	64
33	990	754	429	58
34	1020	759	425	64
35	1050	762	448	65
36	1080	762	463	65
37	1110	762	483	65
38	1140	778	484	56
39	1170	823	449	53
40	1200	858	420	52
41	1230	898	393	49
42	1260	918	381	50
43	1290	924	377	51
44	1320	925	396	52
45	1350	925	410	51
46	1380	925	422	53
47	1410	929	426	52
48	1440	968	397	53
