	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	2	1169	1
2	60	29	1153	21
3	90	143	1043	60
4	120	261	923	93
5	150	369	820	120
6	180	450	738	141
7	210	496	718	147
8	240	505	712	151
9	270	506	740	151
10	300	508	750	165
11	330	524	693	232
12	360	564	616	289
13	390	596	559	332
14	420	620	525	356
15	450	632	524	372
16	480	635	534	376
17	510	636	555	376
18	540	636	574	381
19	570	618	545	424
20	600	532	507	475
21	630	426	475	515
22	660	332	449	542
23	690	248	441	562
24	720	196	454	563
25	750	184	471	564
26	780	183	478	564
27	810	184	477	575
28	840	177	447	618
29	870	151	419	649
30	900	120	382	687
31	930	101	374	700
32	960	89	373	710
33	990	85	386	712
34	1020	84	408	712
35	1050	86	421	713
36	1080	86	411	741
37	1110	83	391	776
38	1140	69	364	809
39	1170	63	354	827
40	1200	59	357	837
41	1230	54	360	840
42	1260	53	372	842
43	1290	54	381	842
44	1320	54	372	853
45	1350	53	349	883
46	1380	48	324	913
47	1410	43	322	925
48	1440	40	312	939
