	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	2	1167	0
2	60	27	1171	7
3	90	120	1075	41
4	120	243	962	72
5	150	338	855	112
6	180	400	786	135
7	210	431	775	143
8	240	443	794	145
9	270	445	818	147
10	300	451	846	150
11	330	468	809	200
12	360	504	727	269
13	390	541	674	311
14	420	571	625	353
15	450	581	615	372
16	480	589	626	380
17	510	592	658	380
18	540	591	684	380
19	570	584	686	400
20	600	517	629	468
21	630	408	589	519
22	660	315	545	565
23	690	254	527	594
24	720	223	528	603
25	750	211	548	603
26	780	209	566	604
27	810	204	598	606
28	840	193	583	637
29	870	161	549	690
30	900	139	514	738
31	930	114	493	769
32	960	100	482	791
33	990	99	480	799
34	1020	94	490	799
35	1050	94	499	799
36	1080	91	506	804
37	1110	86	455	861
38	1140	76	428	898
39	1170	65	404	933
40	1200	60	390	956
41	1230	60	395	961
42	1260	57	410	961
43	1290	56	430	961
44	1320	59	439	961
45	1350	58	437	980
46	1380	60	401	1026
47	1410	49	371	1066
48	1440	46	364	1088
