	time	necrotic	apoptotic	alive
0	0	0	0	1138
1	30	0	2	1167
2	60	15	29	1165
3	90	49	142	1054
4	120	80	251	948
5	150	107	373	827
6	180	122	453	759
7	210	132	496	726
8	240	134	508	741
9	270	134	509	768
10	300	148	510	782
11	330	221	528	712
12	360	279	565	642
13	390	321	587	597
14	420	355	612	561
15	450	362	623	565
16	480	366	625	574
17	510	366	628	592
18	540	367	631	610
19	570	405	615	590
20	600	465	525	543
21	630	511	432	499
22	660	542	307	475
23	690	556	227	475
24	720	559	182	485
25	750	559	164	492
26	780	559	163	509
27	810	570	162	515
28	840	612	162	482
29	870	653	130	451
30	900	689	110	427
31	930	699	93	429
32	960	710	79	426
33	990	712	74	439
34	1020	713	73	459
35	1050	714	68	474
36	1080	747	64	458
37	1110	777	65	436
38	1140	814	58	407
39	1170	830	52	402
40	1200	847	47	396
41	1230	850	46	407
42	1260	850	47	420
43	1290	850	47	436
44	1320	865	47	431
45	1350	899	49	402
46	1380	931	43	379
47	1410	962	48	353
48	1440	981	44	343
