	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1161	4	0
2	60	1149	31	18
3	90	1046	133	54
4	120	917	262	90
5	150	836	351	115
6	180	763	428	142
7	210	750	462	144
8	240	766	476	145
9	270	790	476	145
10	300	808	480	153
11	330	757	494	219
12	360	682	527	286
13	390	638	546	342
14	420	600	565	375
15	450	601	573	386
16	480	617	578	388
17	510	632	579	388
18	540	654	575	390
19	570	641	561	425
20	600	590	483	480
21	630	551	367	526
22	660	532	283	561
23	690	536	206	574
24	720	553	170	578
25	750	562	152	579
26	780	595	152	579
27	810	601	153	591
28	840	544	143	663
29	870	501	117	708
30	900	474	103	738
31	930	446	89	763
32	960	451	82	771
33	990	459	78	775
34	1020	474	77	775
35	1050	493	81	780
36	1080	482	78	809
37	1110	462	73	843
38	1140	419	71	881
39	1170	403	68	905
40	1200	394	64	924
41	1230	404	62	925
42	1260	421	62	925
43	1290	434	65	925
44	1320	436	63	934
45	1350	409	67	974
46	1380	384	63	1006
47	1410	364	62	1036
48	1440	351	56	1056
