	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1169	4	0
2	60	1164	24	13
3	90	1071	124	51
4	120	924	249	87
5	150	816	363	112
6	180	779	419	121
7	210	783	434	122
8	240	804	439	122
9	270	829	440	122
10	300	846	442	122
11	330	868	442	122
12	360	892	443	122
13	390	924	443	122
14	420	945	444	122
15	450	982	444	122
16	480	1012	445	122
17	510	1043	448	122
18	540	1068	445	122
19	570	1097	432	122
20	600	1143	353	122
21	630	1187	220	122
22	660	1235	116	122
23	690	1289	51	122
24	720	1318	30	122
25	750	1358	24	122
26	780	1396	25	122
27	810	1439	26	125
28	840	1289	49	286
29	870	1019	117	527
30	900	811	203	671
31	930	678	282	751
32	960	663	300	767
33	990	672	309	769
34	1020	689	306	769
35	1050	714	308	769
36	1080	730	309	769
37	1110	753	313	769
38	1140	785	309	769
39	1170	806	306	769
40	1200	834	306	769
41	1230	841	306	769
42	1260	872	306	769
43	1290	896	307	769
44	1320	914	305	769
45	1350	945	294	769
46	1380	972	233	769
47	1410	1003	148	769
48	1440	1036	63	769
