	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1166	0	3
2	60	1148	15	33
3	90	1056	46	122
4	120	928	75	259
5	150	829	107	359
6	180	761	135	422
7	210	731	143	463
8	240	760	144	466
9	270	772	144	468
10	300	788	147	470
11	330	738	206	492
12	360	675	257	527
13	390	622	304	559
14	420	586	333	588
15	450	577	348	598
16	480	583	353	605
17	510	606	354	606
18	540	638	354	604
19	570	625	380	594
20	600	584	433	519
21	630	546	485	402
22	660	507	525	314
23	690	509	540	248
24	720	522	543	201
25	750	534	543	196
26	780	549	543	194
27	810	550	555	195
28	840	522	596	182
29	870	494	642	156
30	900	472	675	125
31	930	469	696	94
32	960	477	703	87
33	990	490	704	82
34	1020	507	704	79
35	1050	509	707	82
36	1080	489	739	75
37	1110	449	790	71
38	1140	428	825	62
39	1170	404	859	53
40	1200	395	874	49
41	1230	415	877	51
42	1260	435	877	50
43	1290	457	877	52
44	1320	448	902	50
45	1350	414	943	51
46	1380	385	984	50
47	1410	372	1004	51
48	1440	360	1023	51
