	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	2	0	1173
2	60	27	12	1180
3	90	118	38	1109
4	120	250	71	980
5	150	354	96	883
6	180	435	118	810
7	210	473	121	799
8	240	480	122	818
9	270	480	122	852
10	300	481	122	872
11	330	482	123	895
12	360	494	186	847
13	390	515	278	772
14	420	552	328	708
15	450	588	366	658
16	480	605	387	637
17	510	612	392	649
18	540	613	392	661
19	570	600	392	690
20	600	523	392	715
21	630	394	394	734
22	660	288	450	704
23	690	209	523	641
24	720	179	573	595
25	750	177	619	554
26	780	180	641	545
27	810	180	645	551
28	840	180	646	563
29	870	172	646	588
30	900	151	646	604
31	930	122	647	622
32	960	83	696	595
33	990	71	757	546
34	1020	66	807	511
35	1050	71	840	498
36	1080	72	853	501
37	1110	74	855	517
38	1140	75	856	525
39	1170	74	856	544
40	1200	64	856	563
41	1230	45	860	581
42	1260	42	906	552
43	1290	43	960	514
44	1320	43	1010	487
45	1350	54	1039	456
46	1380	61	1053	445
47	1410	61	1055	457
48	1440	61	1057	465
