	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	2	1159	0
2	60	36	1148	15
3	90	131	1061	41
4	120	262	924	71
5	150	361	825	100
6	180	432	755	121
7	210	470	735	128
8	240	477	764	128
9	270	480	789	128
10	300	481	804	128
11	330	483	820	128
12	360	483	860	128
13	390	485	889	128
14	420	488	909	131
15	450	498	861	193
16	480	544	721	317
17	510	591	636	384
18	540	624	586	422
19	570	621	559	449
20	600	538	567	455
21	630	414	584	457
22	660	315	604	457
23	690	238	625	457
24	720	199	639	457
25	750	188	649	457
26	780	184	678	457
27	810	183	703	458
28	840	189	655	511
29	870	204	567	604
30	900	217	493	679
31	930	229	451	728
32	960	231	435	754
33	990	191	436	762
34	1020	151	445	764
35	1050	117	460	764
36	1080	98	472	764
37	1110	89	490	764
38	1140	85	505	764
39	1170	83	520	764
40	1200	83	537	765
41	1230	82	509	807
42	1260	91	432	884
43	1290	97	402	931
44	1320	108	366	977
45	1350	112	357	993
46	1380	99	362	999
47	1410	82	370	999
48	1440	70	377	999
