	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1165	1	1
2	60	1149	18	25
3	90	1064	50	109
4	120	935	93	226
5	150	846	124	308
6	180	765	139	395
7	210	756	140	433
8	240	766	140	444
9	270	790	140	446
10	300	804	151	452
11	330	775	203	467
12	360	718	247	502
13	390	667	295	528
14	420	630	330	552
15	450	627	339	563
16	480	645	339	568
17	510	666	339	569
18	540	690	342	568
19	570	661	389	563
20	600	598	462	502
21	630	556	507	402
22	660	544	528	327
23	690	543	538	243
24	720	554	538	209
25	750	569	538	190
26	780	593	538	189
27	810	571	568	187
28	840	519	638	181
29	870	487	682	152
30	900	472	707	126
31	930	472	718	107
32	960	479	721	97
33	990	491	722	95
34	1020	513	722	93
35	1050	515	737	95
36	1080	472	786	96
37	1110	429	836	85
38	1140	395	869	77
39	1170	391	884	66
40	1200	397	892	58
41	1230	405	893	55
42	1260	413	893	51
43	1290	420	896	51
44	1320	397	926	51
45	1350	369	961	53
46	1380	347	997	51
47	1410	331	1015	50
48	1440	339	1023	48
