	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1166	1
2	60	26	1149	27
3	90	58	1043	132
4	120	100	909	252
5	150	122	813	362
6	180	153	730	446
7	210	157	707	484
8	240	159	709	500
9	270	159	715	508
10	300	174	721	511
11	330	218	692	525
12	360	276	621	556
13	390	309	576	592
14	420	338	551	615
15	450	347	548	625
16	480	348	562	635
17	510	348	585	637
18	540	349	605	638
19	570	392	578	625
20	600	439	539	541
21	630	487	498	432
22	660	515	479	329
23	690	526	475	243
24	720	532	477	202
25	750	533	481	187
26	780	533	495	180
27	810	545	510	179
28	840	595	469	172
29	870	640	439	147
30	900	671	420	118
31	930	696	408	96
32	960	701	413	89
33	990	706	419	79
34	1020	706	427	77
35	1050	707	438	77
36	1080	737	426	74
37	1110	766	407	69
38	1140	795	383	60
39	1170	824	362	58
40	1200	838	353	57
41	1230	839	362	51
42	1260	839	374	49
43	1290	839	384	46
44	1320	852	391	45
45	1350	884	374	46
46	1380	913	358	40
47	1410	935	348	36
48	1440	948	343	32
