	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	2	0	1181
2	60	34	12	1169
3	90	134	53	1059
4	120	246	94	938
5	150	356	116	829
6	180	429	131	771
7	210	457	137	757
8	240	464	138	767
9	270	467	138	788
10	300	469	143	810
11	330	484	208	760
12	360	508	273	691
13	390	534	325	647
14	420	550	353	627
15	450	568	365	614
16	480	575	369	632
17	510	575	369	657
18	540	575	370	679
19	570	560	404	660
20	600	482	479	590
21	630	375	515	570
22	660	280	544	543
23	690	199	568	531
24	720	169	573	541
25	750	160	573	559
26	780	158	573	579
27	810	163	585	587
28	840	154	636	549
29	870	140	686	506
30	900	117	724	495
31	930	106	750	483
32	960	91	759	493
33	990	83	760	511
34	1020	84	760	528
35	1050	83	762	539
36	1080	84	789	537
37	1110	79	833	500
38	1140	72	863	487
39	1170	65	885	479
40	1200	59	900	472
41	1230	56	905	479
42	1260	58	905	491
43	1290	58	905	509
44	1320	55	920	505
45	1350	55	970	464
46	1380	50	1007	440
47	1410	43	1040	421
48	1440	42	1059	416
