	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	1	0	1175
2	60	16	11	1168
3	90	134	35	1057
4	120	282	72	893
5	150	386	106	769
6	180	451	114	721
7	210	482	117	712
8	240	487	117	733
9	270	488	117	757
10	300	489	117	784
11	330	492	117	804
12	360	495	117	819
13	390	497	147	815
14	420	527	260	711
15	450	572	357	583
16	480	609	405	521
17	510	623	433	498
18	540	627	434	513
19	570	618	435	524
20	600	521	436	532
21	630	379	436	550
22	660	270	436	567
23	690	189	436	588
24	720	156	441	597
25	750	152	494	565
26	780	161	596	476
27	810	171	652	421
28	840	176	672	408
29	870	179	678	412
30	900	179	680	421
31	930	159	680	435
32	960	112	680	455
33	990	76	680	466
34	1020	60	680	480
35	1050	50	680	495
36	1080	51	709	478
37	1110	63	772	422
38	1140	70	821	377
39	1170	76	860	344
40	1200	80	869	337
41	1230	81	869	349
42	1260	81	869	357
43	1290	70	869	369
44	1320	57	869	382
45	1350	51	869	402
46	1380	44	869	412
47	1410	42	875	425
48	1440	42	935	374
