	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1169	0	1
2	60	1154	13	36
3	90	1050	35	149
4	120	944	63	258
5	150	835	105	354
6	180	747	137	426
7	210	721	142	458
8	240	743	142	461
9	270	770	142	465
10	300	790	142	467
11	330	787	162	474
12	360	695	232	508
13	390	586	309	550
14	420	537	356	574
15	450	495	394	592
16	480	491	406	602
17	510	504	409	606
18	540	515	409	607
19	570	536	409	588
20	600	547	418	490
21	630	501	479	391
22	660	445	539	289
23	690	419	573	217
24	720	402	592	189
25	750	407	598	184
26	780	410	602	180
27	810	421	602	180
28	840	437	602	175
29	870	452	602	149
30	900	426	632	112
31	930	392	679	85
32	960	368	713	73
33	990	336	743	67
34	1020	332	750	67
35	1050	338	752	67
36	1080	351	753	67
37	1110	365	753	65
38	1140	373	754	63
39	1170	375	765	53
40	1200	349	798	46
41	1230	323	828	42
42	1260	304	849	47
43	1290	299	863	49
44	1320	305	867	50
45	1350	312	867	52
46	1380	324	868	50
47	1410	337	868	47
48	1440	340	873	41
