	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	2	1178	0
2	60	30	1181	15
3	90	131	1088	51
4	120	243	978	84
5	150	349	856	124
6	180	417	789	146
7	210	452	764	155
8	240	460	783	156
9	270	463	802	156
10	300	465	823	156
11	330	465	853	156
12	360	465	890	156
13	390	466	909	156
14	420	468	924	156
15	450	469	960	156
16	480	469	995	156
17	510	469	1026	156
18	540	470	1048	156
19	570	451	1070	156
20	600	364	1102	156
21	630	257	1086	205
22	660	183	938	348
23	690	159	759	498
24	720	170	656	576
25	750	202	583	627
26	780	212	569	646
27	810	214	581	647
28	840	215	596	647
29	870	216	609	647
30	900	215	626	647
31	930	215	659	647
32	960	216	680	647
33	990	217	708	647
34	1020	218	742	647
35	1050	218	763	647
36	1080	216	779	647
37	1110	213	800	647
38	1140	208	825	647
39	1170	191	846	647
40	1200	142	857	657
41	1230	94	773	762
42	1260	63	630	903
43	1290	71	535	987
44	1320	81	482	1034
45	1350	92	463	1062
46	1380	97	466	1067
47	1410	98	486	1068
48	1440	97	500	1068
