	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	2	1171	0
2	60	40	1156	11
3	90	121	1073	39
4	120	266	939	62
5	150	362	853	77
6	180	438	772	102
7	210	475	749	115
8	240	487	759	116
9	270	494	784	116
10	300	497	805	116
11	330	497	828	116
12	360	499	861	116
13	390	500	888	116
14	420	501	921	116
15	450	502	940	116
16	480	504	967	116
17	510	505	989	119
18	540	511	940	188
19	570	523	779	330
20	600	489	654	437
21	630	381	578	507
22	660	288	533	540
23	690	223	531	550
24	720	183	551	551
25	750	169	564	551
26	780	166	575	551
27	810	160	592	551
28	840	161	612	551
29	870	161	635	551
30	900	162	652	551
31	930	160	674	551
32	960	159	692	551
33	990	159	713	552
34	1020	161	681	597
35	1050	166	585	703
36	1080	158	516	779
37	1110	139	435	847
38	1140	122	409	876
39	1170	100	409	883
40	1200	88	421	883
41	1230	87	440	883
42	1260	86	456	883
43	1290	85	467	883
44	1320	84	487	883
45	1350	85	498	883
46	1380	83	515	883
47	1410	84	531	883
48	1440	90	544	883
