	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	1	0	1158
2	60	30	7	1154
3	90	135	37	1045
4	120	258	67	929
5	150	365	91	826
6	180	421	111	767
7	210	459	120	739
8	240	485	162	693
9	270	525	201	627
10	300	558	226	595
11	330	582	243	572
12	360	591	252	566
13	390	603	274	560
14	420	610	300	544
15	450	616	325	530
16	480	622	342	522
17	510	625	352	528
18	540	631	368	518
19	570	616	390	517
20	600	529	412	500
21	630	405	433	492
22	660	286	439	504
23	690	225	452	510
24	720	187	475	491
25	750	160	508	475
26	780	132	523	472
27	810	95	533	466
28	840	70	540	471
29	870	64	573	450
30	900	55	592	447
31	930	49	611	444
32	960	46	622	446
33	990	40	629	451
34	1020	37	649	446
35	1050	34	671	439
36	1080	34	693	438
37	1110	32	706	443
38	1140	30	713	457
39	1170	30	727	455
40	1200	31	752	453
41	1230	28	769	456
42	1260	31	782	463
43	1290	29	788	471
44	1320	28	800	481
45	1350	34	819	470
46	1380	30	844	463
47	1410	28	858	464
48	1440	27	871	459
