	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1167	1
2	60	16	1165	27
3	90	45	1059	134
4	120	70	941	264
5	150	110	845	352
6	180	126	773	434
7	210	132	754	478
8	240	136	770	488
9	270	136	796	488
10	300	136	811	488
11	330	162	798	492
12	360	226	738	513
13	390	293	642	562
14	420	342	575	598
15	450	366	560	614
16	480	376	558	623
17	510	377	576	627
18	540	377	597	631
19	570	377	615	618
20	600	398	615	524
21	630	445	577	413
22	660	510	519	332
23	690	549	490	252
24	720	568	474	210
25	750	575	469	201
26	780	577	486	204
27	810	578	504	206
28	840	578	524	203
29	870	583	536	186
30	900	628	506	144
31	930	667	469	119
32	960	702	450	107
33	990	732	433	94
34	1020	745	428	94
35	1050	747	447	90
36	1080	747	460	91
37	1110	747	471	93
38	1140	749	484	79
39	1170	783	455	71
40	1200	823	419	64
41	1230	849	401	56
42	1260	863	392	52
43	1290	871	394	53
44	1320	874	399	53
45	1350	874	413	53
46	1380	874	424	53
47	1410	876	435	50
48	1440	898	429	41
