	time	alive	apoptotic	necrotic
0	0	1138	0	0
1	30	1168	2	0
2	60	1149	36	14
3	90	1026	149	48
4	120	926	259	68
5	150	807	363	103
6	180	770	413	120
7	210	761	435	123
8	240	774	443	123
9	270	799	444	123
10	300	819	450	134
11	330	758	473	195
12	360	671	500	276
13	390	602	534	332
14	420	564	560	359
15	450	559	573	367
16	480	578	577	369
17	510	592	578	369
18	540	608	579	370
19	570	578	559	413
20	600	538	471	467
21	630	511	366	509
22	660	489	266	543
23	690	478	217	564
24	720	493	187	573
25	750	505	179	574
26	780	519	176	574
27	810	527	175	588
28	840	494	156	634
29	870	449	143	683
30	900	424	114	707
31	930	412	94	720
32	960	414	80	726
33	990	429	75	727
34	1020	439	75	727
35	1050	446	72	730
36	1080	433	73	758
37	1110	396	69	802
38	1140	381	63	828
39	1170	375	60	850
40	1200	380	50	861
41	1230	381	49	866
42	1260	396	51	866
43	1290	404	51	867
44	1320	407	50	874
45	1350	379	52	916
46	1380	348	49	959
47	1410	323	43	988
48	1440	319	37	1002
