	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1160	0	3
2	60	1152	19	28
3	90	1051	45	147
4	120	919	72	273
5	150	817	99	376
6	180	754	125	434
7	210	743	130	464
8	240	759	131	474
9	270	778	131	475
10	300	803	132	475
11	330	788	167	479
12	360	706	242	504
13	390	627	301	546
14	420	560	340	584
15	450	538	359	604
16	480	545	366	607
17	510	563	366	610
18	540	578	366	613
19	570	592	366	596
20	600	598	385	503
21	630	549	450	370
22	660	492	510	276
23	690	473	534	219
24	720	463	550	197
25	750	460	562	192
26	780	477	562	195
27	810	498	562	194
28	840	511	562	191
29	870	528	567	172
30	900	488	618	137
31	930	462	659	108
32	960	440	687	89
33	990	428	710	91
34	1020	440	712	88
35	1050	452	713	87
36	1080	473	713	86
37	1110	488	713	85
38	1140	501	715	82
39	1170	467	752	73
40	1200	431	794	72
41	1230	407	825	68
42	1260	389	850	62
43	1290	395	856	65
44	1320	415	857	65
45	1350	423	857	66
46	1380	438	857	67
47	1410	448	862	61
48	1440	428	895	54
