	time	necrotic	alive	apoptotic
0	0	0	1138	0
1	30	0	1164	3
2	60	14	1149	32
3	90	51	1025	144
4	120	87	889	272
5	150	118	780	371
6	180	134	725	435
7	210	141	709	465
8	240	142	703	482
9	270	142	719	483
10	300	142	744	484
11	330	170	732	491
12	360	236	673	517
13	390	280	630	543
14	420	323	586	576
15	450	346	564	592
16	480	354	565	604
17	510	356	581	607
18	540	357	594	610
19	570	359	616	587
20	600	382	614	488
21	630	444	555	377
22	660	498	499	284
23	690	536	472	220
24	720	553	458	196
25	750	559	471	178
26	780	560	492	179
27	810	560	508	178
28	840	560	520	176
29	870	573	524	156
30	900	631	472	131
31	930	674	445	105
32	960	705	426	84
33	990	724	410	79
34	1020	732	415	78
35	1050	733	428	75
36	1080	733	442	74
37	1110	733	450	72
38	1140	745	448	66
39	1170	782	420	57
40	1200	823	394	51
41	1230	847	370	46
42	1260	864	357	46
43	1290	879	359	45
44	1320	880	367	45
45	1350	880	380	45
46	1380	880	393	45
47	1410	887	401	39
48	1440	924	391	38
