	time	apoptotic	alive	necrotic
0	0	0	1138	0
1	30	0	1167	1
2	60	23	1160	17
3	90	127	1053	49
4	120	246	923	86
5	150	337	846	118
6	180	383	808	136
7	210	406	808	140
8	240	415	824	140
9	270	419	845	140
10	300	421	868	140
11	330	422	900	140
12	360	423	932	144
13	390	441	887	200
14	420	486	763	313
15	450	527	671	393
16	480	564	601	443
17	510	592	579	459
18	540	599	580	465
19	570	594	598	466
20	600	506	610	466
21	630	378	624	466
22	660	288	649	466
23	690	236	664	466
24	720	208	641	506
25	750	211	559	592
26	780	230	496	652
27	810	241	451	697
28	840	243	447	712
29	870	245	444	719
30	900	237	455	721
31	930	193	464	721
32	960	151	483	721
33	990	116	498	721
34	1020	84	514	723
35	1050	74	511	744
36	1080	76	441	817
37	1110	84	394	869
38	1140	89	372	902
39	1170	93	374	922
40	1200	95	377	928
41	1230	93	396	928
42	1260	87	411	928
43	1290	62	427	928
44	1320	51	440	928
45	1350	44	451	928
46	1380	45	447	944
47	1410	49	396	1005
48	1440	53	360	1044
