	time	apoptotic	necrotic	alive
0	0	0	0	1138
1	30	0	0	1174
2	60	31	17	1151
3	90	119	46	1068
4	120	261	68	937
5	150	372	95	821
6	180	441	114	756
7	210	472	114	757
8	240	477	114	779
9	270	479	114	801
10	300	480	114	825
11	330	481	114	847
12	360	482	114	871
13	390	485	114	901
14	420	485	114	924
15	450	486	114	954
16	480	487	114	981
17	510	488	114	1029
18	540	488	114	1071
19	570	470	114	1105
20	600	388	114	1146
21	630	254	114	1188
22	660	143	114	1230
23	690	66	114	1258
24	720	40	167	1224
25	750	61	349	1048
26	780	109	559	813
27	810	163	667	679
28	840	190	735	599
29	870	199	747	601
30	900	208	747	616
31	930	210	747	635
32	960	209	747	659
33	990	211	747	681
34	1020	210	747	703
35	1050	210	747	725
36	1080	212	747	749
37	1110	213	747	763
38	1140	214	747	777
39	1170	212	747	810
40	1200	211	747	830
41	1230	204	747	851
42	1260	179	747	879
43	1290	128	747	903
44	1320	77	747	925
45	1350	45	747	950
46	1380	31	757	961
47	1410	34	872	857
48	1440	57	1024	695
