	time	alive	necrotic	apoptotic
0	0	1138	0	0
1	30	1181	0	4
2	60	1181	10	31
3	90	1053	43	148
4	120	906	81	287
5	150	804	115	381
6	180	734	138	454
7	210	722	142	491
8	240	733	142	499
9	270	746	147	504
10	300	720	193	518
11	330	641	258	555
12	360	591	295	593
13	390	544	321	628
14	420	540	332	642
15	450	545	336	647
16	480	565	336	648
17	510	570	341	650
18	540	537	387	652
19	570	498	438	650
20	600	470	467	554
21	630	458	491	431
22	660	458	498	333
23	690	481	499	257
24	720	491	499	214
25	750	490	514	199
26	780	463	553	199
27	810	431	588	194
28	840	410	614	165
29	870	402	626	141
30	900	400	637	105
31	930	419	638	85
32	960	425	638	80
33	990	431	645	79
34	1020	406	679	82
35	1050	380	709	81
36	1080	361	737	79
37	1110	349	752	70
38	1140	353	755	60
39	1170	363	755	54
40	1200	374	755	51
41	1230	367	769	52
42	1260	333	810	55
43	1290	308	838	59
44	1320	297	858	55
45	1350	294	863	50
46	1380	299	865	44
47	1410	308	866	42
48	1440	315	868	42
